Joke,Rating,Ratings_Cleaned
"A witness to an automobile accident was testifying. The lawyer asked him, ""Did you actually see the accident?""
The witness: ""Yes, sir.""

The lawyer: ""How far away were you when the accident happened?""
The witness: ""Thirty-one feet, six and one quarter inches.""

The lawyer (thinking he'd trap the witness): ""Well, sir, will you tell the jury how you knew it was exactly that distance?""
The witness: ""Because when the accident happened I took out a tape and measured it. I knew some annoying lawyer would ask me that question.""","Ranking: 
3.04 / 23",3.04
"A lawyers wife died and at the funeral service, people were appalled to see that the tombstone read, Here Lies Kate, wife of Attorney J. Smith, Specializes in Divorce and Malpractice.  After the burial, Smith burst into tears. His brother said, You should cry, pulling a cheap publicity stunt like this.
Smith said, You dont understand. Im crying because they forgot to include the phone number.","Ranking: 
3.50 / 14",3.50
"A blind rabbit and blind snake bump into each other in the forest, the rabbit says ""excuse me I'm blind"", the snake replies, ""that's ok so am I, hey lets rub up against each other so we know what we are"", reluctantly the rabbit agreed, thinking to himself this guy could be anything. The snake coiled around the rabbit, felt his long ears and bushy tail, and said "" hey you're a rabbit"", it was then the rabbits turn, he felt the snake's fang's, ran down the snake's entire body til it got to the snake's rattler, the rabbit jumped back quickly and hopped through the woods frantically screaming ""HE'S A LAWYER, HE'S A LAWYER!""","Ranking: 
4.00 / 10",4.00
"A prominent young lawyer died on his way to court, and found himself before the gates of Heaven. When he arrived, a chorus of angels appeared, singing in his honor. St. Peter himself came out to shake his hand. ""Mr Jones,"" said St. Peter, ""it is a great honor to have you here at last. You are the first being to break Methuselah's record for longevity. You have lived 1026 years.""
""What are you talking about?"" asked the lawyer. ""I'm 46.""
""46? But aren't you Steven Jones? The lawyer from Brooklyn""
""Yes,"" the lawyer answered.
""Let me check the records,"" said St Peter. He slapped his hand against his forehead. ""Oh, how silly of us. Now I see the mistake! We accidentally calcluated your age by adding up the hours you billed to your clients!""","Ranking: 
3.05 / 19",3.05
"Deaf Bookkeeper 

A Mafia Godfather finds out that his bookkeeper has cheated him out of ten million bucks. His bookkeeper is deaf. 

That was the reason he got the job in the first place. It was assumed that a deaf bookkeeper would not hear anything that he might have to testify about in court. 

When the Godfather goes to confront the bookkeeper about his missing 
$10 million, he brings along his attorney, who knows sign language. 

The Godfather tells the lawyer, ""Ask him where the 10 million bucks he embezzled from me is."" 

The attorney, using sign language, asks the bookkeeper where the money is. 

The bookkeeper signs back: ""I don't know what you are talking about."" 

The attorney tells the Godfather: ""He says he doesn't know what you're talking about."" 

The Godfather pulls out a pistol, puts it to the bookkeeper's temple and says, ""Ask him again!"" 

The attorney signs to the bookkeeper: ""He'll kill you if you don't tell him!"" 

The bookkeeper signs back: ""OK! You win! The money is in a brown briefcase, buried behind the shed in my cousin Enzo's backyard in Queens!"" 

The Godfather asks the attorney: ""Well, what'd he say?"" 

The attorney replies: ""He says you don't have the balls to pull the trigger."" 

Don't you just love lawyers?","Ranking: 
3.73 / 11",3.73
"Q: Why won't a shark eat a lawyer?
A: Professional courtesy.","Ranking: 
3.50 / 12",3.50
"Will you tell the court how far you were from the spot where the shooting occurred?
asked a defense lawyer.
I was exactly ten feet, two-and-one-half inches, replied the witness.
How can you be sure of the exact distance? asked the lawyer.
I carefully measured it because I was sure sooner or later some fool would ask that question.","Ranking: 
3.55 / 11",3.55
"Q: How was copper wire invented? 
A: Two lawyers were arguing over a penny.","Ranking: 
3.14 / 14",3.14
"In court to answer a paternity suit, fourteen-year-old Pete stood at his lawyers side.  To emphasize the   inaccuracy of the charge, the attorney unzipped the boys pants and held his flaccid member.  Ladies and gentlemen of the jury, the lawyer said, rattling the organ.  I ask you to study this undeveloped penis.  Examine this limp, preadolescent genital and ask yourself, Is it possible that he could have fathered a baby with this!
Suddenly, from the corner of is mouth, Pete said, Psst! Mr. Bigshot!  If you dont let go real soon, we are going to lose this case!","Ranking: 
2.79 / 19",2.79
A small town that cannot support one lawyer can always support two.,"Ranking: 
3.15 / 13",3.15
"The fence between Heaven and Hell broke. St. Peter was sent to talk to Lucifer about   whos going to fix the fence.   No agreement was reach and St. Peter said, you will be hearing from our lawyer. To that, Lucifer replied: Where are you going to get one?","Ranking: 
3.36 / 11",3.36
"I'm beginning to think that my lawyer is too interested in making money.
""Why do you say that?""
""Listen to this from his bill: For waking up at night and thinking about your case: $25'.","Ranking: 
2.78 / 18",2.78
"What's the difference between a good lawyer and a bad lawyer?

A bad lawyer can let a case drag out for several years. A good lawyer can make it last even longer.","Ranking: 
2.82 / 17",2.82
"A doctor and a lawyer were attending a cocktail party when the doctor was approached by a man who asked advice on how to handle his ulcer. The doctor mumbled some medical advice, then turned to the lawyer and asked, ""How do you handle the situation when you are asked for advice during a social function?""
""Just send an account for such advice"" replied the lawyer.

On the next morning the doctor arrived at his surgery and issued the ulcer-stricken man a $50 account. That afternoon he received a $100 account from the lawyer.","Ranking: 
3.40 / 10",3.40
"At the height of a political corruption trial, the prosecuting attorney attacked a witness. Isnt it true, he bellowed ""that u accepted five thousand dollars to compromise this case?"" the lawyer repeated. The witness still did not respond. Finally, the judge leaned over and said,""sir please answer the question"". ""Oh,""the startled witness said, I thought he was talking to you""","Ranking: 
3.09 / 11",3.09
"Q: What's the difference between a lawyer and a catfish?
A: One of them is a scum sucking bottom feeder and the other one is just a fish.","Ranking: 
3.38 / 8",3.38
"When asked, ""What is a contingent fee?"" a lawyer answered, ""A contingent fee to a lawyer means, if I don't win your suit, I get nothing. If I do win it, you get nothing.""","Ranking: 
2.64 / 14",2.64
"If you see a lawyer on a bicycle, why don't you swerve to hit him?
It might be your bicycle.","Ranking: 
2.64 / 14",2.64
"Q. What's the difference between a lawyer and a catfish?
A. One's a scum-sucking bottom dweller, and the other one's a fish!","Ranking: 
3.25 / 8",3.25
"What is the difference between a proud chicken and a lawyer?
 One clucks defiant!","Ranking: 
2.62 / 13",2.62
"A very well dressed and dignified lawyer called a plumber to fix his flooded bathroom. When the plumber arrived, he was carrying an extra set of overalls and took off his cap with the words Blue Collar Man on the brim. The dapper, impeccably groomed and expensively dressed lawyer smirked in a condescending way and said: ""Interesting cap! And do you usually need a change of OVERALLS?""

The plumber just smiled. When he was done the plumber gave him the bill, and told him he had to get some more equipment from his truck. He explained that he needed a new assistant because of all the work and was short-handed. He asked the lawyer if he knew of any friends who might want the job.

The lawyer raised his eyebrows and pointed at his suit, his shoes and his office: ""Now, do I LOOK like someone who would have a plumber for a friend?""

""You're right. A high class white-collar guy like you would never know plumbers."" said the plumber apologetically.

""Exactly! After all, I have high standards!"" sneered the upper-crust lawyer, as he checked his shoes to make sure the shine was still perfect and carefully tightened the knot of his tie.

When the plumber returned, he entered the lawyer's office and there in the garbage can were the lawyer's brand new mirror-polished $700 Brooks Brothers capote business shoes, with the black silk socks rolled up and tucked neatly inside.

On the floor was the hand-tailored $2,000 Armani pinstriped business suit the lawyer had been wearing, with attached paisley suspenders, as well as the natty Hermes silk tie and the matching pocket square, monogrammed gold cufflinks, starched white shirt, silver tiepin and Rolex. His law degree and briefcase were also piled up next to them.

The plumber went in and the first there was the lawyer in overalls, lying under the sink with his bare feet sticking out. The plumber tapped on the soles of the lawyer's feet. The lawyer looked out, with the Blue Collar Man cap on top of his hundred-dollar haircut and sweat streaming down his face. He pointed at the bill and said, ""You found your assistant"".","Ranking: 
2.90 / 10",2.90
